Architect,Condition,Construction Date,Contributing to a National Register District,Current Function,Former Street Number,Historic Function,Integrity,Landmark or National Register,Listing in Existing Survey,National Register Criterion,Noteworthy Buildings Less Than 50 Years Old,PIN Number(s),Potentially Contributing to a  National Register District,Reason for Significance,Secondary Structure,Secondary Structure Condition,Secondary Structure Integrity,Significant,Street,Street Number,Survey Area,Alterations,Architect 1 Information,Architect 2 Information,Architectural Classification or Style,Category,Construction Cost,Contractor 1 Information,Contractor 2 Information,Current Name,Current Wall Material 1,Current Wall Material 2,Direction,Door,Door Detailing,Dormers,Foundation Material or Form,Historic Name,Landscape or Streetscape,Listed in an Existing Survey,Notes,Number of Stories,Origional Building Owner,Origional Wall Material 1,Origional Wall Material 2,Ornamentation,Permit,Porch,Preparer,Preparer Organization or Entity,Research or Archival Information,Roof Material,Roof Ornamentation,Roof Type,Significant Features,Storefront Material,Storm Door,Subdivision,Survey Date,Vernacular Styles or Building Form,Wall Detailing or Ornamentation,Window Configuration,Window Detail,Window Material 1,Window Material 2,Window Storms,Window Type
-,Excellent,1925,-,Multi Family Residential Building,558,Multi Family Residential Building,Excellent,No,-,-,-,15-01-403-013-0000,Yes,-,Garage,Excellent,Good,No,Bonnie Brae Place,1135,2,stone added at entry,-,-,Prairie,-,-,-,-,-,Brick,Stone,-,-,-,-,-,-,-,-,-,2,-,-,-,-,-,-,Doug Gilbert  Douglas Gilbert Architect,-,-,Asphalt Shingle,-,Hipped,-,-,-,-,July 30 2012,Apartment Flat/Block,-,-,-,-,-,-,-
-,Excellent,1970s,-,Multi Family Residential Building,-,-,Good,No,-,-,Yes,15-01-402-002-0000,No,-,-,-,-,No,Augusta Street,7400,2,-,-,-,-,-,-,-,-,Gross Hall,Brick,-,-,-,-,-,-,-,-,-,-,4+,Concordia University,-,-,-,-,-,Doug Gilbert  Douglas Gilbert Architect,-,-,Not visible/cannot be determined,-,Flat,-,-,-,-,July 30 2012,Apartment Flat/Block,-,-,-,-,-,-,-
-,Excellent,1990s,-,Structure,-,-,-,No,-,-,-,15-01-402-002-0000,No,-,-,-,-,No,Augusta Street,7400,2,-,-,-,Late Modern Eclectic,-,-,-,-,parking garage,Stone,Brick,-,-,-,-,-,-,-,-,-,4+,Concordia University,-,-,-,-,-,Doug Gilbert  Douglas Gilbert Architect,-,-,-,-,-,-,-,-,-,July 30 2012,-,-,-,-,-,-,-,-
-,Excellent,1970s,-,Institutional Building,-,-,-,No,-,-,Yes,15-01-402-002-0000,No,excellent style example,-,-,-,No,Augusta Street,7400,2,-,-,-,International Style,-,-,-,-,Koehneke Community Center,Brick,Stone,-,-,-,-,-,-,-,-,-,2,Concordia University,Brick,Stone,-,-,-,Doug Gilbert  Douglas Gilbert Architect,-,-,Not visible/cannot be determined,Deep Eaves,Flat,deep eaves with extended beams,-,-,-,July 30 2012,-,-,-,-,Aluminum,-,-,-
-,Excellent,1970s,-,Institutional Building,-,-,Excellent,No,-,-,Yes,15-01-402-002-0000,No,-,-,-,-,No,Augusta Street,7400,2,-,-,-,International Style,-,-,-,-,Chapel & Werner Auditorium,Brick,-,-,-,-,-,-,-,-,-,-,1.5,Concordia University,-,-,-,-,-,Doug Gilbert  Douglas Gilbert Architect,-,-,Not visible/cannot be determined,-,Flat,-,-,-,-,July 30 2012,-,-,-,-,-,-,-,-
-,Excellent,1970s,-,Institutional Building,-,-,Excellent,No,-,-,Yes,15-01-402-002-0000,No,-,-,-,-,No,Augusta Street,7400,2,-,-,-,International Style,-,-,-,-,Kretzmann Hall,Brick,Stone,-,-,-,-,-,-,-,-,-,2,Concordia University,-,-,-,-,-,Doug Gilbert  Douglas Gilbert Architect,-,-,Not visible/cannot be determined,-,Flat,-,-,-,-,July 30 2012,-,-,-,-,-,-,-,-
-,Excellent,1960s,-,Institutional Building,-,-,-,No,-,-,No,15-01-402-002-0000,No,-,-,-,-,No,Augusta Street,7400,2,addition from 1970s,-,-,International Style,-,-,-,-,Mary Martha Hall,Brick,-,-,-,-,-,-,-,-,-,-,3,Concordia University,-,-,-,-,-,Doug Gilbert  Douglas Gilbert Architect,-,-,Not visible/cannot be determined,-,Flat,-,-,-,-,July 30 2012,-,-,-,-,-,-,-,-
attributed to F.G. Walker,Good,1913,-,Institutional Building,-,-,Good,No,-,-,-,15-01-402-002-0000,Yes,-,-,-,-,No,Augusta Street,7400,2,changes to windows  major addition,attributed to F. G. Walker,-,Classical Revival/Beaux Arts,-,-,-,-,Brohm Hall,Brick,-,-,-,-,-,-,-,-,-,-,3,Concordia University,-,-,-,-,-,Doug Gilbert  Douglas Gilbert Architect,-,-,Not visible/cannot be determined,-,Flat,-,-,-,-,July 30 2012,-,-,-,-,-,-,-,-
-,Good,1927,-,Institutional Building,-,-,Good,No,-,-,-,15-01-402-002-0000,Yes,-,-,-,-,No,Augusta Street,7400,2,large 1970s addition,-,-,Classical Revival/Beaux Arts,-,-,-,-,Geiseman Memorial Gym,Brick,-,-,-,-,-,-,-,-,-,-,2,Concordia University,-,-,-,-,-,Doug Gilbert  Douglas Gilbert Architect,-,-,Not visible/cannot be determined,-,Flat,-,-,-,-,July 30 2012,-,-,-,-,-,-,-,-
-,Excellent,1970s,-,Institutional Building,-,-,Excellent,No,-,-,-,15-01-402-002-0000,No,-,-,-,-,No,Augusta Street,7400,2,-,-,-,International Style,-,-,-,-,Eifrig Hall,Brick,-,-,-,-,-,-,-,-,-,-,1,Concordia University,-,-,-,-,-,Doug Gilbert  Douglas Gilbert Architect,-,-,Not visible/cannot be determined,-,Flat,-,-,-,-,July 30 2012,-,-,-,-,-,-,-,-
attributed to F.G. Walker,Good,1913,-,Institutional Building,-,-,Good,No,-,-,-,15-01-402-002-0000,Yes,-,-,-,-,No,Augusta Street,7400,2,major changes to windows  large addition,attributed to F. G. Walker,-,Classical Revival/Beaux Arts,-,-,-,-,Kohn Hall,Brick,-,-,-,-,-,-,-,-,-,-,3,Concordia University,-,-,-,-,-,Doug Gilbert  Douglas Gilbert Architect,-,-,Not visible/cannot be determined,-,Flat,-,-,-,-,July 30 2012,-,-,-,-,-,-,-,-
-,Excellent,1970s,-,Institutional Building,-,-,Excellent,No,-,-,-,15-01-402-002-0000,No,-,-,-,-,No,Augusta Street,7400,2,-,-,-,International Style,-,-,-,-,Spurgat Service Building,Brick,-,-,-,-,-,-,-,-,-,-,1,Concordia University,-,-,-,-,-,Doug Gilbert  Douglas Gilbert Architect,-,-,Not visible/cannot be determined,-,Flat,-,-,-,-,July 30 2012,-,-,-,-,-,-,-,-
-,Excellent,1970s,-,Multi Family Residential Building,-,-,Good,No,-,-,-,15-01-402-002-0000,No,-,-,-,-,No,Augusta Street,7400,2,-,-,-,International Style,-,-,-,-,David Jonathan Hall,Brick,-,-,-,-,-,-,-,-,-,-,3,Concordia University,-,-,-,-,-,Doug Gilbert  Douglas Gilbert Architect,-,-,Not visible/cannot be determined,-,Flat,-,-,-,-,July 30 2012,Apartment Flat/Block,-,-,-,-,-,-,-
Blender Architecture,Excellent,2006,-,Institutional Building,-,-,-,No,-,-,-,15-01-402-002-0000,No,-,-,-,-,No,Augusta Street,7400,2,-,-,-,-,-,-,-,-,Walter & Maxine Christopher Center,Brick,-,-,-,-,-,-,-,-,-,-,3,Concordia University,-,-,-,-,-,Doug Gilbert  Douglas Gilbert Architect,-,-,Not visible/cannot be determined,-,Flat,-,-,-,-,July 30 2012,-,-,-,-,-,-,-,-
attributed to F.G. Walker,Good,1913,-,Institutional Building,-,-,Good,No,-,-,-,15-01-402-002-0000,Yes,-,-,-,-,No,Augusta Street,7400,2,changes to windows  attached to larger building,attributed to F.G. Walker,-,Classical Revival/Beaux Arts,-,-,-,-,West Annex,Brick,-,-,-,-,-,-,-,-,-,-,2,Concordia University,-,-,-,-,-,Doug Gilbert  Douglas Gilbert Architect,-,-,Not visible/cannot be determined,-,Flat,-,-,-,-,July 30 2012,-,-,-,-,-,-,-,-
attributed to F.G. Walker,Good,1913,-,Institutional Building,-,-,Good,No,-,-,-,15-01-402-002-0000,Yes,-,-,-,-,No,Augusta Street,7400,2,attached to other buildings,attributed to F.G. Walker,-,Classical Revival/Beaux Arts,-,-,-,-,Lindemann Hall,Brick,-,-,-,-,-,-,-,-,-,-,3,Concordia University,-,-,-,-,-,Doug Gilbert  Douglas Gilbert Architect,-,-,Not visible/cannot be determined,-,Flat,-,-,-,-,July 30 2012,-,-,-,-,-,-,-,-
attributed to F.G. Walker,Excellent,1914,-,Institutional Building,-,Institutional Building,Good,No,-,A,-,15-01-402-002-0000,Yes,Educational importance in the community  it's the main historic building for the campus and best represents Concordia University's University's significance and development.,-,-,-,Yes,Augusta Street,7400,2,Attached to other buildings,attributed to F.G. Walker,-,Classical Revival/Beaux Arts,-,-,-,-,Addison Hall,Brick,Stone,-,-,-,-,-,-,-,-,-,2,Concordia University,-,-,Stone columns at entry,-,-,Doug Gilbert  Douglas Gilbert Architect,-,-,Not visible/cannot be determined,-,Flat,-,-,-,-,July 30 2012,-,-,-,-,-,-,-,-
attributed to F. G. Walker,Excellent,1913,-,Institutional Building,-,Institutional Building,Good,No,-,-,-,15-01-402-002-0000,Yes,-,-,-,-,No,Augusta Street,7400,2,joined with other buildings,attributed to F.G. Walker,-,Classical Revival/Beaux Arts,-,-,-,-,Krauss Hall,Brick,-,-,-,-,-,-,-,-,-,-,3,Concordia University,-,-,-,-,-,Doug Gilbert  Douglas Gilbert Architect,-,-,Not visible/cannot be determined,-,Flat,-,-,-,-,July 30 2012,-,-,-,-,-,-,-,-
-,Excellent,1913,-,Institutional Building,-,-,Poor,No,-,-,-,15-01-402-002-0000,No,-,-,-,-,No,Augusta Street,7400,2,major front addition,-,-,Classical Revival/Beaux Arts,-,-,-,-,Krentz Center,Brick,-,-,-,-,-,-,-,-,-,-,2,Concordia University,-,-,-,-,-,Doug Gilbert  Douglas Gilbert Architect,-,-,Not visible/cannot be determined,-,Flat,-,-,-,-,July 30 2012,-,-,-,-,-,-,-,-
-,Excellent,1950s,-,Institutional Building,-,-,Poor,No,-,-,-,15-01-402-002-0000,No,-,-,-,-,No,Augusta Street,7400,2,major addition,-,-,International Style,-,-,-,-,Library,Stone,Brick,-,-,-,-,-,-,-,-,-,2,Concordia University,-,-,-,-,-,Doug Gilbert  Douglas Gilbert Architect,-,-,Not visible/cannot be determined,-,Flat,-,-,-,-,July 30 2012,-,-,-,-,-,-,-,-
-,Excellent,1924,-,Single Family Residential Building,525,Single Family Residential Building,Good,No,-,-,-,15-01-401-019-0000,Yes,-,Garage,Excellent,Excellent,No,Monroe Avenue,1102,2,-,-,-,Colonial Revival,-,-,-,-,-,Brick,-,-,-,-,-,-,-,-,-,-,2,-,-,-,classical portico,-,-,Doug Gilbert  Douglas Gilbert Architect,-,-,Tile,-,Hipped,unusual window configuration ,-,-,-,August 1 2012,-,-,-,-,-,-,-,-
-,Excellent,1924,-,Single Family Residential Building,-,Single Family Residential Building,Excellent,No,-,-,-,15-01-401-018-0000,Yes,-,Garage,Excellent,Good,No,Monroe Avenue,1106,2,-,-,-,Colonial Revival,-,-,-,-,-,Brick,-,-,-,-,-,-,-,-,-,-,2,-,-,-,classical portico,-,-,Doug Gilbert  Douglas Gilbert Architect,-,-,Slate,-,Hipped,-,-,-,-,August 1 2012,-,-,-,-,-,-,-,-
-,Excellent,1924,-,Single Family Residential Building,-,Single Family Residential Building,Excellent,No,-,-,-,15-01-401-017-0000,Yes,-,Garage,Good,Poor,No,Monroe Avenue,1112,2,-,-,-,Colonial Revival,-,-,-,-,-,Brick,-,-,-,-,-,-,-,-,-,-,2,-,-,-,classical portico  shutters,-,-,Doug Gilbert  Douglas Gilbert Architect,-,-,Tile,-,Side Gabled,-,-,-,-,August 1 2012,-,-,-,-,-,-,-,-
-,Excellent,1924,-,Single Family Residential Building,539,Single Family Residential Building,Good,No,-,-,-,15-01-401-016-0000,Yes,-,Attached Garage,-,-,No,Monroe Avenue,1118,2,-,-,-,Colonial Revival,-,-,-,-,-,Brick,-,-,-,-,-,-,-,-,-,-,2,-,-,-,classical portico,-,-,Doug Gilbert  Douglas Gilbert Architect,-,-,Asphalt Shingle,-,Hipped,unusual window configuration ,-,-,-,August 1 2012,-,-,-,-,-,-,-,-
-,Excellent,1927,-,Single Family Residential Building,-,Single Family Residential Building,Excellent,No,-,-,-,15-01-401-015-0000,Yes,-,Garage,Excellent,Excellent,No,Monroe Avenue,1122,2,-,-,-,Colonial Revival,-,-,-,-,-,Brick,-,-,-,-,-,-,-,-,-,-,2,-,-,-,classical portico  dentils,-,-,Doug Gilbert  Douglas Gilbert Architect,-,-,Tile,-,Hipped,-,-,-,-,August 1 2012,-,-,-,-,-,-,-,-
-,Excellent,1927,-,Single Family Residential Building,549,Single Family Residential Building,Excellent,No,-,-,-,15-01-401-014-0000,Yes,-,Garage,Good,Good,No,Monroe Avenue,1126,2,-,-,-,Italian Renaissance,-,-,-,-,-,Brick,-,-,-,-,-,-,-,-,-,-,2,-,-,-,arched openings with surrounds,-,-,Doug Gilbert  Douglas Gilbert Architect,-,-,Tile,-,Hipped,-,-,-,-,August 1 2012,-,-,-,-,-,-,-,-
-,Excellent,1924,-,Single Family Residential Building,-,Single Family Residential Building,Excellent,No,-,-,-,15-01-401-013-0000,Yes,-,Garage,Excellent,Excellent,No,Monroe Avenue,1130,2,-,-,-,Colonial Revival,-,-,-,-,-,Brick,-,-,-,-,-,-,-,-,-,-,2,-,-,-,-,-,-,Doug Gilbert  Douglas Gilbert Architect,-,-,Tile,-,Side Gabled,-,-,-,-,August 1 2012,-,-,-,-,-,-,-,-
-,Excellent,1924,-,Single Family Residential Building,557,Single Family Residential Building,Good,No,-,-,-,15-01-401-012-0000,Yes,-,Attached Garage,-,-,No,Monroe Avenue,1136,2,-,-,-,Italian Renaissance,-,-,-,-,-,Brick,-,-,-,-,-,-,-,-,-,-,2,-,-,-,classical portico  Palladian blind arches,-,-,Doug Gilbert  Douglas Gilbert Architect,-,-,Asphalt Shingle,-,Hipped,awnings,-,-,-,August 1 2012,-,-,-,-,-,-,-,-
-,Excellent,1924,-,Single Family Residential Building,-,Single Family Residential Building,Good,No,-,-,-,15-01-401-011-0000,Yes,-,Attached Garage,-,-,No,Monroe Avenue,1142,2,-,-,-,Colonial Revival,-,-,-,-,-,Brick,-,-,-,-,-,-,-,-,-,-,2,-,-,-,-,-,-,Doug Gilbert  Douglas Gilbert Architect,-,-,Tile,-,Front Gabled,-,-,-,-,August 1 2012,Foursquare,-,-,-,-,-,-,-
-,Excellent,1949,-,Single Family Residential Building,-,Single Family Residential Building,Excellent,No,-,-,-,15-01-401-010-0000,Yes,-,Attached Garage,-,-,No,Monroe Avenue,1146,2,-,-,-,French Eclectic,-,-,-,-,-,Stone,Brick,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,Doug Gilbert  Douglas Gilbert Architect,-,-,Slate,-,Cross gabled,-,-,-,-,August 1 2012,-,-,-,-,-,-,-,-
-,Excellent,1924,-,Single Family Residential Building,-,Single Family Residential Building,Excellent,No,-,-,-,15-01-401-009-0000,Yes,-,Garage,Excellent,Excellent,No,Jackson Avenue,1101,2,-,-,-,Italian Renaissance,-,-,-,-,-,Brick,-,-,-,-,-,-,-,-,-,-,2,-,-,-,copper entry canopy  stone window surrounds,-,-,Doug Gilbert  Douglas Gilbert Architect,-,-,Asphalt Shingle,-,Hipped,-,-,-,-,August 1 2012,-,-,-,-,-,-,-,-
-,Excellent,1925,-,Single Family Residential Building,532,Single Family Residential Building,Excellent,No,-,-,-,15-01-401-008-0000,Yes,-,Garage,-,-,No,Jackson Avenue,1107,2,-,-,-,Italian Renaissance,-,-,-,-,-,Brick,-,-,-,-,-,-,-,-,-,-,2,-,-,-,arched door & windows with stone surrounds,Yes,-,Doug Gilbert  Douglas Gilbert Architect,-,-,Tile,-,Hipped,-,-,-,-,August 1 2012,-,-,-,-,-,-,-,-
-,Excellent,1926,-,Single Family Residential Building,536,Single Family Residential Building,Excellent,No,Illinois Historic Structures Surveys,-,-,15-01-401-007-0000,Yes,-,Garage,Excellent,Good,No,Jackson Avenue,1115,2,-,-,-,Colonial Revival,-,-,Visser & Company,-,-,Brick,-,-,-,Pedimented,Gabled,-,-,-,-,not exceptionally architecturally,2,O.T. Mortinson,Brick,-,arched stone windows,Yes,Entrance,Doug Gilbert  Douglas Gilbert Architect,-,-,Asphalt Shingle,-,Front Gabled,arched entry canopy,-,-,-,August 1 2012,-,-,1 over 1,Paired,Wood,-,Yes,Casement
-,Excellent,1927,-,Single Family Residential Building,-,Single Family Residential Building,Excellent,No,-,-,-,15-01-401-006-0000,Yes,-,Garage,Excellent,Excellent,No,Jackson Avenue,1119,2,-,-,-,Colonial Revival,-,-,-,-,-,Brick,-,-,-,-,-,-,-,-,-,-,2,-,-,-,-,-,-,Doug Gilbert  Douglas Gilbert Architect,-,-,Tile,-,Cross gabled,-,-,-,-,August 1 2012,-,-,-,-,-,-,-,-
-,Excellent,1927,-,Single Family Residential Building,548,Single Family Residential Building,Excellent,No,-,-,-,15-01-401-005-0000,Yes,-,Garage,Good,Good,No,Jackson Avenue,1127,2,-,-,-,Italian Renaissance,-,-,-,-,-,Brick,-,-,-,-,-,-,-,-,-,-,2,-,-,-,-,Yes,-,Doug Gilbert  Douglas Gilbert Architect,-,-,Tile,-,Hipped,-,-,-,-,August 1 2012,-,-,-,-,-,-,-,-
-,Excellent,1926,-,Single Family Residential Building,552,Single Family Residential Building,Good,No,-,-,-,15-01-401-004-0000,Yes,-,Garage,Excellent,Poor,No,Jackson Avenue,1133,2,may have compatible rear addition  new garage,-,-,Colonial Revival,-,-,-,-,-,Brick,-,-,-,-,-,-,-,-,-,-,2,-,-,-,classical portico,-,-,Doug Gilbert  Douglas Gilbert Architect,-,-,Tile,-,Front Gabled,-,-,-,-,August 1 2012,-,-,-,-,-,-,-,-
-,Excellent,1927,-,Single Family Residential Building,560,Single Family Residential Building,Excellent,No,-,-,-,15-01-401-003-0000,Yes,-,Garage,Good,Good,No,Jackson Avenue,1139,2,-,-,-,Tudor Revival,-,-,-,-,-,Brick,-,-,-,-,-,-,-,-,-,-,2,-,-,-,stone entry  twisted columns,Yes,-,Doug Gilbert  Douglas Gilbert Architect,-,-,Asphalt Shingle,-,Hipped with Cross Gable,-,-,-,-,August 1 2012,-,-,-,-,-,-,-,-
-,Excellent,1928,-,Single Family Residential Building,-,Single Family Residential Building,Excellent,No,-,-,-,15-01-401-002-0000,Yes,-,Garage,Good,Good,No,Jackson Avenue,1143,2,-,-,-,Italian Renaissance,-,-,-,-,-,Brick,-,-,-,-,-,-,-,-,-,-,2,-,-,-,arched windows  awning entry canopy,-,-,Doug Gilbert  Douglas Gilbert Architect,-,-,Tile,-,Hipped,-,-,-,-,August 1 2012,-,-,-,-,-,-,-,-
-,Excellent,1952,-,Single Family Residential Building,-,Single Family Residential Building,Excellent,No,-,-,-,15-01-401-001-0000,Yes,-,Attached Garage,-,-,No,Jackson Avenue,1147,2,-,-,-,Tudor Revival,-,-,-,-,-,Brick,Stucco,-,-,-,-,-,-,-,-,-,2,-,-,-,half timbering,-,-,Doug Gilbert  Douglas Gilbert Architect,-,-,Asphalt Shingle,-,Hipped with Cross Gable,-,-,-,-,August 1 2012,-,-,-,-,-,-,-,-
-,Excellent,1925,-,Single Family Residential Building,-,Single Family Residential Building,Good,No,-,-,-,15-01-400-017-0000,Yes,-,Garage,Good,Good,No,Jackson Avenue,1102,2,large rear/side addition  compatible materials and detailing ,-,-,Italian Renaissance,-,-,-,-,-,Brick,-,-,-,-,-,-,-,-,-,-,2,-,-,-,Palladian windows  classical entry portico,-,-,Doug Gilbert  Douglas Gilbert Architect,-,-,Tile,-,Hipped,-,-,-,-,August 6 2012,-,-,-,-,-,-,-,-
-,Excellent,1952,-,Single Family Residential Building,-,Single Family Residential Building,Excellent,No,-,-,-,15-01-400-016-0000,Yes,-,-,-,-,No,Jackson Avenue,1106,2,-,-,-,Minimal Traditional,-,-,-,-,-,Brick,Stone,-,-,-,-,-,-,-,-,-,1.5,-,-,-,-,-,-,Doug Gilbert  Douglas Gilbert Architect,-,-,Asphalt Shingle,-,Cross gabled,-,-,-,-,August 6 2012,L-Shaped Cottage/House,-,-,-,-,-,-,-
-,Excellent,1925,-,Single Family Residential Building,533,Single Family Residential Building,Excellent,No,-,-,-,15-01-400-015-0000,Yes,-,Garage,Good,Poor,No,Jackson Avenue,1110,2,-,-,-,Italian Renaissance,-,-,-,-,-,Brick,-,-,-,-,-,-,-,-,-,-,2,-,-,-,arched openings with carved stone panels,Yes,-,Doug Gilbert  Douglas Gilbert Architect,-,-,Tile,-,Cross gabled,-,-,-,-,August 6 2012,-,-,-,-,-,-,-,-
-,Excellent,1925,-,Single Family Residential Building,539,Single Family Residential Building,Excellent,No,-,-,-,15-01-400-014-0000,Yes,-,Attached Garage,-,-,No,Jackson Avenue,1114,2,-,-,-,Italian Renaissance,-,-,-,-,-,Brick,-,-,-,-,-,-,-,-,-,-,2,-,-,-,classical entry surround,Yes,-,Doug Gilbert  Douglas Gilbert Architect,-,-,Tile,-,Hipped,front veranda,-,-,-,August 6 2012,-,-,-,-,-,-,-,-
-,Excellent,1926,-,Single Family Residential Building,543,Single Family Residential Building,Excellent,No,-,-,-,15-01-400-013-0000,Yes,-,Garage,Excellent,Excellent,No,Jackson Avenue,1122,2,-,-,-,Italian Renaissance,-,-,-,-,-,Brick,-,-,-,-,-,-,-,-,-,-,2,-,-,-,classical entry surround  Palladian window,Yes,-,Doug Gilbert  Douglas Gilbert Architect,-,-,Tile,-,Cross gabled,-,-,-,-,August 6 2012,-,-,-,-,-,-,-,-
-,Excellent,1926,-,Single Family Residential Building,551,Single Family Residential Building,Excellent,No,-,-,-,15-01-400-012-0000,Yes,-,Garage,Excellent,Good,No,Jackson Avenue,1130,2,-,-,-,Italian Renaissance,-,-,-,-,-,Brick,-,-,-,-,-,-,-,-,-,-,2,-,-,-,classical entry portico  carved stone panels,Yes,-,Doug Gilbert  Douglas Gilbert Architect,-,-,Tile,-,Hipped,-,-,-,-,August 6 2012,-,-,-,-,-,-,-,-
-,Excellent,1927,-,Single Family Residential Building,-,Single Family Residential Building,Excellent,No,-,-,-,15-01-400-011-0000,Yes,-,Garage,Excellent,Excellent,No,Jackson Avenue,1134,2,-,-,-,Italian Renaissance,-,-,-,-,-,Brick,-,-,-,-,-,-,-,-,-,-,2,-,-,-,classical entry surround and window hoods,-,-,Doug Gilbert  Douglas Gilbert Architect,-,-,Tile,-,Hipped,-,-,-,-,August 6 2012,-,-,-,-,-,-,-,-
-,Good,1925,-,Single Family Residential Building,565,Single Family Residential Building,Excellent,No,-,-,-,15-01-400-010-0000,Yes,-,-,-,-,No,Jackson Avenue,1140,2,-,-,-,Italian Renaissance,-,-,-,-,-,Brick,-,-,-,-,-,-,-,-,-,-,2,-,-,-,classical portico  quoins ,-,-,Doug Gilbert  Douglas Gilbert Architect,-,-,Tile,-,Hipped,-,-,-,-,August 6 2012,-,-,-,-,-,-,-,-
-,Excellent,1951,-,Single Family Residential Building,-,Single Family Residential Building,Excellent,No,-,-,-,15-01-400-009-0000,Yes,-,Attached Garage,-,-,No,Jackson Avenue,1148,2,-,-,-,-,-,-,-,-,-,Stone,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,Doug Gilbert  Douglas Gilbert Architect,-,-,Asphalt Shingle,-,Hipped with Cross Gable,-,-,-,-,August 6 2012,Ranch,-,-,-,-,-,-,-
-,Excellent,1926,-,Single Family Residential Building,-,Single Family Residential Building,Excellent,No,-,-,-,15-01-400-008-0000,Yes,-,Garage,Excellent,Excellent,No,Lathrop Avenue,1105,2,-,-,-,Italian Renaissance,-,-,Buurma Brothers,-,-,Brick,-,-,-,-,-,-,Peter Visser House,-,-,Visser was a Dutch immigrant that was a partner in Buurma  Visser and Co and later owned the real estate firm Visser Real Estate.  The house was owned for many years by the Walter O'Brien family.  O'Brien owned O'Brien Lumber and was a River Forest trustee.,2,Peter and Ida Visser,-,-,carved stone arched entry,-,-,Doug Gilbert  Douglas Gilbert Architect,-,-,Tile,-,Hipped,-,-,-,-,August 6 2012,-,-,-,-,-,-,-,-
-,Excellent,1926,-,Single Family Residential Building,-,Single Family Residential Building,Excellent,No,-,-,-,15-01-400-007-0000,Yes,-,Garage,Excellent,Excellent,No,Lathrop Avenue,1111,2,-,-,-,Spanish Revival,-,-,-,-,-,Brick,-,-,-,-,-,-,-,-,-,-,2,-,-,-,arched openings  carved stone entry surround,-,-,Doug Gilbert  Douglas Gilbert Architect,-,-,Tile,-,Cross gabled,-,-,-,-,August 6 2012,-,-,-,-,-,-,-,-
-,Excellent,1927,-,Single Family Residential Building,536,Single Family Residential Building,Excellent,No,-,-,-,15-01-400-006-0000,Yes,-,Garage,Good,Good,No,Lathrop Avenue,1117,2,compatible small 2nd floor addition,-,-,Tudor Revival,-,-,-,-,-,Brick,Stucco,-,-,-,-,-,-,-,-,-,2,-,-,-,-,Yes,-,Doug Gilbert  Douglas Gilbert Architect,-,-,Tile,-,Hipped with Cross Gable,-,-,-,-,August 6 2012,-,-,-,-,-,-,-,-
-,Excellent,1930,-,Single Family Residential Building,-,Single Family Residential Building,Excellent,No,-,-,-,15-01-400-005-0000,Yes,-,Garage,Good,Good,No,Lathrop Avenue,1123,2,-,-,-,Italian Renaissance,-,-,-,-,-,Brick,-,-,-,-,-,-,-,-,-,-,2,-,-,-,arched openings with carved stone,-,-,Doug Gilbert  Douglas Gilbert Architect,-,-,Tile,-,Hipped,-,-,-,-,August 6 2012,-,-,-,-,-,-,-,-
-,Excellent,1920s,-,Single Family Residential Building,-,Single Family Residential Building,Excellent,No,-,-,-,15-01-400-004-0000,Yes,-,Attached Garage,-,-,No,Lathrop Avenue,1131,2,rear addition barely visible,-,-,Italian Renaissance,-,-,-,-,-,Brick,-,-,-,-,-,-,-,-,-,assessor lists house as built 1939  this is possible but not consistent with the architectural detailing and style,2,-,-,-,inset tiles  arched openings,-,-,Doug Gilbert  Douglas Gilbert Architect,-,-,Tile,-,Cross gabled,-,-,-,-,August 6 2012,-,-,-,-,-,-,-,-
-,Excellent,1924,-,Single Family Residential Building,-,Single Family Residential Building,Good,No,-,-,-,15-01-400-003-0000,Yes,-,Garage,Excellent,Poor,No,Lathrop Avenue,1139,2,front veranda screened with new brick piers,-,-,Italian Renaissance,-,-,-,-,-,Brick,-,-,-,-,-,-,-,-,-,-,2,-,-,-,-,-,-,Doug Gilbert  Douglas Gilbert Architect,-,-,Tile,-,Hipped with Cross Gable,-,-,-,-,August 6 2012,-,-,-,-,-,-,-,-
-,Excellent,1928,-,Single Family Residential Building,-,Single Family Residential Building,Excellent,No,-,-,-,15-01-400-002-0000,Yes,-,Garage,Good,Good,No,Lathrop Avenue,1143,2,-,-,-,Italian Renaissance,-,-,-,-,-,Brick,-,-,-,-,-,-,-,-,-,-,2,-,-,-,arched openings,-,-,Doug Gilbert  Douglas Gilbert Architect,-,-,Tile,-,Hipped,-,-,-,-,August 6 2012,-,-,-,-,-,-,-,-
-,Excellent,1955,-,Single Family Residential Building,-,Single Family Residential Building,Excellent,No,-,-,-,15-01-400-001-0000,Yes,-,Attached Garage,-,-,No,Lathrop Avenue,1147,2,-,-,-,Mid-Century Modern,-,-,-,-,-,Stone,Brick,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,Doug Gilbert  Douglas Gilbert Architect,-,-,Asphalt Shingle,-,Hipped,-,-,-,-,August 6 2012,Ranch,-,-,-,-,-,-,-
